id,headlines,target
1068,Enanta Pharmaceuticals Sues Pfizer Over Blockbuster Covid Pill Paxlovid,0.0
1069,Why JetBlue is so desperate to buy Spirit,0.0
1070,"Boeing CEO Says the ‘Drip, Drip, Drip’ of Bad News Should Stop. Investors Don’t Believe It.",0.0
1071,BlackBerry Investors Reject Executive-Pay Plan After Stock Slide,0.0
1072,Revlon Bonds Are in the Tank. It’s a Bad Sign for the High-Flying Stock.,0.0
1073,Kohl’s Stock Tumbled. The Buyout Offer Might Be Lowered.,0.0
1074,"EV Sales are Surging, so Why Are Automakers Planning Layoffs?",0.0
1075,Meta Platforms Stock: Value Trap or Screaming Buy?,0.0
1076,"Farmers Stick With Bayer’s Roundup, Undeterred by Supreme Court Decision",0.0
1077,Boeing exec plays up 737 Max 10's appeal as competitor to Airbus' A321neo,0.0
1078,Mizuho Remains Bullish On Affirm - Read Why,0.0
1079,"As Russia cuts gas, German industry grapples with painful choices",0.0
1080,"Crude Oil’s Inflation Trade Is Unwinding, Credit Suisse Says",0.0
1081,Is FedEx Stock A Buy As It Prepares To Release First Earnings Under New CEO On Thursday?,0.0
1082,"Amazon: Concerns Are Already Baked Into the Stock, Says 5-Star Analyst",0.0
1083,Wells Fargo Sees Sharp Downside In Virgin Galactic - Read Why,0.0
1084,"Tesla stock selloff created 'generational' investment opportunity, analyst says",0.0
1085,Raytheon Stock Joins Elite Club Amid Hefty Profits,0.0
1086,Chevron Lands on a Surprising List of Stocks,0.0
1087,U.S. oil refiners to meet Biden officials in high-stakes price talks,0.0
1088,"Tech stocks: 'We haven't seen the potential second leg down,' strategist says",0.0
1089,Accenture’s Revenue Forecast Misses Estimates. The Stock Falls.,0.0
1090,Revlon Extends Rally to 650% From Low as Retail Traders Pile In,0.0
1091,"Accenture stock falls after earnings miss, while revenue topped forecasts",0.0
1092,Asia’s Thirst for Cheap Russian Oil Hits OPEC’s No. 2 Producer,0.0
1093,"Chevron taps into LNG boom with Cheniere, Venture Global deals",0.0
1094,"Stock market news live updates: Stock futures edge higher ahead of jobs data, more Powell testimony",0.0
1095,"Allegheny Technologies moves headquarters, changes its name to ATI",0.0
1096,"Russia seeks new fuel markets in Africa, Middle East as Europe turns away",0.0
1097,"Stocks Higher, Elon Musk, Warren Buffett, JPMorgan And FedEx - Five Things to Know",0.0
1098,"Euro zone bond yields, euro fall after French PMIs disappoint",0.0
1099,"Ontario Watchdog Ousts KuCoin, Penalizes Bybit Over Non-Compliance",0.0
1100,Dow Jones Futures: New Market Rally Struggles For Direction; 5 Stocks Near Buy Points,0.0
1101,Global central banks are playing catch up with the Fed: Morning Brief,0.0
1102,"CATL Unveils EV Battery With One-Charge Range of 1,000 Kms",0.0
1103,Letter: How to avoid going bust during private debt boom,0.0
1104,Juul e-cigarettes to be ordered off U.S. shelves - WSJ,0.0
1105,IBD Stock Of The Day: Bristol Myers Eyes Breakout After $4.1 Billion Buyout,0.0
1106,Here's Why Needham Predicts Taboola Shares To Double,0.0
1107,Oil up as Bulls Eye Summer Flights Amid Debate Over Gasoline Prices,0.0
1108,"Revlon Stock Surges After Bankruptcy Filing, Aided by Individual Investors",0.0
1109,"US STOCKS-Megacap, energy shares lead resurgent Wall Street",0.0
1110,Athira Pharma's stock plummets after disappointing drug trial results,0.0
1111,Cardano delays upgrade; Shib and Doge make gains,0.0
1112,Cheniere makes final investment decision on Corpus Christi LNG expansion; more LNG deals announced,0.0
1113,NLRB seeks court order to block Starbucks from interfering with union drives,0.0
1114,Thirst For Profit Leads To Bad Morning After For Victims of This Wine Investment Scam,0.0
1115,Former Tesla contractor rejects $15 million payout in racial abuse lawsuit,0.0
1116,How to Protect Assets From Nursing Home Costs,0.0
1117,The Problems in Mondee’s Plan to Go Public,0.0
1118,How the Super Rich Use 401(k)s,0.0
1119,Pornhub owner MindGeek loses top two executives,0.0
1120,Audit Watchdog Stiffens Rules on Lead Auditors’ Supervision of Outsiders,0.0
1121,Deutsche Bank Looks Back to 1780s for Parallel to US Bond Rout,0.0
1122,ProShares to List First US Short Bitcoin ETF on NYSE,0.0
1123,Tesla Just Had Its Stock Price Target By Morgan Stanley. It’s a ‘WACC’ Problem.,0.0
1124,"Replay – The SPAC Commandments: Join IPO Edge Spring Forum with Gallagher, Cowen, Nasdaq, ICR, Vinson & Elkins, Knightswan",0.0
1125,"Video Highlights – Bear Market Activism: Join The Spring 2022 CorpGov Forum Wednesday with Glass Lewis, Jefferies, Morrow, V&E, ICR",0.0
1126,"Commodities, Soft Landing, Peak Yields: 3-Minute MLIV",0.0
1127,Dartmouth Is Removing Student Loans From Financial-Aid Packages,0.0
1128,"U.S. Existing-Home Sale Prices Hit Record of $407,600 in May",0.0
1129,Oil prices score a partial rebound from last week’s sharp losses,0.0
1130,"Asian Stocks Down, Despite a Jump in U.S. Equities",0.0
1131,"In Today’s Market, Poor Performance Still Pays",0.0
1132,Blockchain payment company Roxe to go public via $3.6 billion SPAC deal,0.0
1133,Help When You Need It Most,0.0
1134,US STOCKS-Tech and energy shares boost Wall St in bear market rally,0.0
1135,Rate Rise's Impact on the U.S. Housing Market,0.0
1136,UPDATE 1-More than 30 of Sri Lanka's bondholders launch formal group for debt talks,0.0
1137,The Consumer Goods Forum Launches New Carbon Solutions Hub to Help Industry Understand the Pathway to Net Zero,0.0
1138,Euronext takes first step to a European clearing house,0.0
1139,‘All Operations Are Normal’ Says Bankman-Fried as FTX Provides $250M Credit to BlockFi Credit to Be Used 'As Needed',0.0
1140,Bond Yields Sink on Recession Fear; Futures Gain: Markets Wrap,0.0
1141,"Inflation to raise UK food bills by £380 this year, data show",0.0
1142,Yen hits new 24-year low testing BoJ’s ultra-loose policy,0.0
1143,Ocado investors willing to wait for long-promised returns,0.0
1144,Frozen tax allowances and inflation chill investors,0.0
1145,Getting rid of remittance fees with blockchain | The Great Disruption Ep. 08,0.0
1146,Former manager at crypto exchange Huobi accused of illicit trading,0.0
1147,The fees behind private equity’s ‘best discovery ever’,0.0
1148,Stock Market Reverses Higher As Powell Testifies; This Growth Index Plunges 3.6%,0.0
1149,UPDATE 1-U.S. Supreme Court rejects Musk-backed challenge to SEC's 'gag' rule,0.0
1150,Ximalaya Pushes Back Hong Kong IPO Launch Amid Volatility,0.0
1151,Australian state's coal royalty hike could nudge others to follow suit - analysts,0.0
1152,Further reading,0.0
1153,"Dow Futures Rise, Oil Dips — and What Else Is Happening in the Stock Market Today",0.0
1154,Silver Price Prediction – Silver Slides as Downtrend Perpetuates,0.0
1155,Yen Hits Fresh 24-Year Low as Investors Embrace Riskier Assets,0.0
1156,Turkmenistan Only Has One Customer For Its Natural Gas,0.0
1157,Musk says Tesla's new car factories 'losing billions of dollars',0.0
1158,Rep. Eric Swalwell Shares Recording Of Death Threat After Marjorie Taylor Greene Attack,0.0
1159,NYC thieves escape in stolen Rolls-Royce after nabbing keys from Staten Island home but owner outsmarts them,0.0
1160,John Mellencamp slams politicians over gun reform efforts: 'Only in America can 21 people be murdered and a week later buried and forgotten',0.0
1161,"Lake Mead comes close to ‘dead pool’ status, posing serious risks across the Southwest",0.0
1162,"Distracted Putin Is About to Tumble Into a New Bloodbath, Officials Warn",0.0
1163,Ford F-150 Lightning no-resale policy being implemented,0.0
1164,"Tech war: Shenzhen recruits Japanese semiconductor heavyweight as China moves to challenge US, Korean dominance in memory chips",0.0
1165,"Bill Cosby calls verdict an ""astonishing victory"" after jury finds he sexually assaulted a 16-year-old in 1975",0.0
1166,One of PayPal's early employees said his biggest takeaway from working with Elon Musk is that he's never doing only one thing at a time,0.0
1167,Trump aides didn't know someone was filming Trump on January 6 until the House committee got the footage: reports,0.0
1168,Murder conviction overturned in Georgia hot car death case,0.0
1169,He almost beat DeSantis to be Florida’s governor. Now Andrew Gillum is indicted,0.0
1170,Drive-thru at new St. Louis-area Shake Shack follows pandemic restaurant trends,0.0
1171,From 'carp' to 'copi': unpopular fish getting a makeover,0.0
1172,"Trump is hate-watching every Jan. 6 hearing and almost screams at the TV because he feels nobody is defending him, report says",0.0
1173,Man found not responsible for Times Square vehicle rampage,0.0
1174,The CEO of the rebranded Russian McDonald's isn't happy that some old franchisees are still using McDonald's branding and selling Big Macs,0.0
1175,Elon Musk's Ex Justine Shares Sweet Family Chat After Their Child Says She Doesn't 'Wish to Be Related' to Dad,0.0
1176,Watch: Bald eagle attempts to fly off with pet Yorkie,0.0
1177,Father holding baby fends off man with gun at Detroit gas station,0.0
1178,US is only a few days away from an ‘absolute explosion’ on inflation — here are 3 shockproof sectors to help protect your portfolio,0.0
1179,Mo Brooks says the 'bad guys won' after losing his Senate primary and says Trump won't do anything unless it 'enhances his wallet or his ego',0.0
1180,Father of Teen Who Fell to His Death from Amusement Park Ride Demands Attraction be Torn Down,0.0
1181,Kune Food shuts down barely a year after starting Kenya operations,0.0
1182,Stephen Colbert Names The 'Dumbest Person Ever To Sit In The United States Senate',0.0
1183,"""All I Heard Was, 'Thomas, Noooo'"": Workers Are Sharing The Biggest Mistake They've Seen A Coworker Make, And I'm At A Loss For Some Of These",0.0
1184,Army Officer Overseeing Safety Gets Prison Sentence After Private's Death on Firing Range,0.0
1185,China says Ukraine crisis has sounded alarm for humanity,0.0
1186,U.S. seeks probe of Trump-allied lawyer's funding of Oath Keepers defense,0.0
1187,Video shows Florida cop telling a Black man he pulled over for not wearing a seat belt 'this is how you guys get killed out here',0.0
1188,Photo Exclusive: Sailor Shares Never-Before-Published Images of Historic Attack on USS Liberty,0.0
1189,"Lightning kills woman, 2 dogs as thunderstorms pound Southern California",0.0
1190,Russians refuse to cross the Siverskyi Donets river because they are afraid - Head of Luhansk Oblast Military Administration,0.0
1191,"Why Drinking Only on the Weekends May Be Hurting Your Health, According to a New Study",0.0
1192,Contempt conviction upheld for lawyer who won $9.5 billion Chevron judgment,0.0
1193,"215-pound invasive Burmese python is heaviest to be found in Florida, biologists say",0.0
1194,"Millennials Are Dragging Boomers Who Say We Can't Afford Homes Because Of ""Netflix Subscriptions"" And Ordering Out",0.0
1195,'It's kind of the perfect time': Ryan Reynolds details Mint Mobile's counterintuitive inflation play,0.0
1196,"Ivanka Trump claimed to believe Trump's false voter-fraud theories but later told Jan. 6 panel she didn't, report says",0.0
1197,Chilling video shows man fending off gunman while holding baby inside Detroit gas station,0.0
1198,Biden pushes back after Chevron CEO says oil industry has been vilified: ‘He’s mildly sensitive’,0.0
1199,Aunt pulls 6-year-old from SUV going down boat ramp before both drown in West Virginia,0.0
1200,Why Are Hundreds of Grand Canyon Tourists Suddenly Getting Sick?,0.0
1201,Trump complains that Kevin McCarthy boycotted the Jan. 6 panel instead of putting pro-Trump Republicans on it,0.0
1202,"Take a look at China's biggest destroyer, a $920 million cruiser that's said to be the 2nd most powerful in the world after the USS Zumwalt",0.0
1203,U.S. refiners to urge White House not to ban fuel exports -sources,0.0
1204,How a Philippines plastic waste crisis spiralled,0.0
1205,"To avoid US extradition, Megaupload pair plead guilty in NZ",0.0
1206,I know exactly why Uvalde police didn’t rush that classroom. And who can blame them?,0.0
1207,Watch 900 ATVs and Motorcycles Bulldozed as NYC Mayor Waves Checkered Flag,0.0
1208,Iran orders US to pay compensation for slain nuke scientists,0.0
1209,Trump World wants to ‘burn DeSantis down’: 5 takeaways from New Yorker’s DeSantis profile,0.0
1210,"$100,000 stolen from Atlanta mansion of NBA star Vince Carter as wife and children hid in closet",0.0
1211,Moderna booster candidate shows strong response against Omicron subvariants,0.0
1212,Where are California's dirtiest beaches? This list might surprise you,0.0
1213,"Biden, Chevron chief trade sharp words over gas prices",0.0
1214,Kelli Ward is melting down over Rusty Bowers' testimony to the House J6 committee,0.0
1215,"Mexican authorities search for bodies, missing tourists after priests killed in church",0.0
1216,Video appears to show Ukrainian kamikaze drone attack on oil refinery in Russia,0.0
1217,"New DNA technology may solve the brutal 1994 murder of 14-year-old Castro Valley teen, says sheriff",0.0
1218,"Consumers are 'telling us the recession is already here,' strategist says",0.0
1219,Trump defends 67-minute call to GA Secretary of State following 2020 election,0.0
1220,"Armed Forces of Ukraine have almost completely destroyed Russian army ""elite"" that was preparing to counter NATO - Security Service of Ukraine",0.0
1221,Maine Insurance Agency Receives Backlash After Posting Racist Juneteenth Sign,0.0
1222,Finland is ready to fight Russia if attacked - defence chief,0.0
1223,"Police deputy fired, 5 under investigation over handling of group attack on female diners in Tangshan",0.0
1224,‘Challenging water conditions’: Watch cop attempt to jump between two boats in Florida,0.0
1225,"Takeaways: Trump's conditional loyalty, new warning for left",0.0
1226,"Experts say there are mounting signs that the Kremlin is purging its top generals in Ukraine, the latest hint of deep dysfunction in Putin's army",0.0
1227,‘The View’ Host and Former Criminal Prosecutor Sunny Hostin Lays Out Possible Charges for Trump After Jan. 6 Hearings (Video),0.0
1228,Large convoys of Russian equipment leave Mariupol  Mayor's adviser,0.0
1229,"Billionaire Larry Ellison, among world's richest people, bought Florida estate for $173 million",0.0
1230,Malaysian father who takes his baby everywhere as he delivers food gives netizens the feels,0.0
1231,Ancient Inca tomb discovered in Lima home,0.0
1232,'Derrick Evans is in the Capitol!' he yelled. Derrick Evans has now been sentenced for storming the Capitol.,0.0
1233,Mistrial in Suge Knight wrongful-death suit of man run down in Tam's Burgers lot,0.0
1234,4 inmates who escaped federal prison camp back in custody,0.0
1235,"The US government could save taxpayers $3.6 billion if it used Mark Cuban's low-cost online pharmacy for generic drugs, study says",0.0
1236,Gabby Petito's family to face off against Brian Laundrie's parents in court,0.0
1237,Several Russian battalion tactical groups held near Russias border with Ukraine  General Staff report,0.0
1238,"Former Tesla worker rejects $15 million payout, which was awarded following claims of racial abuse",0.0
1239,Trevor Noah Says Uvalde Shooting Investigation Is Just ‘Another Reminder’ You Can’t Trust the Police (Video),0.0
1240,Law requires U.S. hospitals to post prices. Guess who is footing the bills.,0.0
1241,Ukraine sends reinforcements into city besieged by Moscow,0.0
1242,The Supreme Court Just Fused Church and State — and It Has Even Uglier Plans Ahead,0.0
1243,Biden says another pandemic will come and the US needs to start preparing for it,0.0
1244,Grizzly bear carcass found on Whatcom beach — but where it came from remains ‘a mystery’,0.0
1245,Breaking Down Lori Harvey v. Kim Kardashian With A Trademark Attorney,0.0
1246,Independent review urges updates to FAA risk reports after Boeing 737 MAX crashes,0.0
1247,Trump trashes bipartisan Senate bill as the 'first step' to taking away guns — even though he once supported one of its key parts,0.0
1248,US Gasoline Prices Tumble Ahead of Biden’s Tax Relief Plan,0.0
1249,'He targeted me' -Lady Ruby on Trump,0.0
1250,"Couple films video flaunting $100 bills after robbing Georgia bank at gunpoint, feds say",0.0
1251,"The most common signs of low testosterone, from low sex drive to difficulty building muscle, according to doctors",0.0
1252,South Dakota Gov. Noem gets emphatic win with AG's removal,0.0
1253,Belarus has stationed wooden dummy tanks on the border with Ukraine - Ministry of Defence,0.0
1254,Fiery crash landing at Miami airport captured on video,0.0
1255,How the Biden economy compares with Jimmy Carter’s,0.0
1256,An upset: Chris West defeats Jeremy Hunt in Georgia’s 2nd Congressional runoff,0.0
1257,'I Lost 123 Pounds By Tracking My Food With WW And Working Out On My Peloton Bike',0.0
1258,Westminster Dog Show welcomes two new dog breeds to competition,0.0
1259,"As Russia Threatens Captured American Vets, U.S. Invokes Laws of War",0.0
1260,‘The savings and income needed to qualify for a home loan have skyrocketed’: 5 ways the housing market left buyers in the dust — and it’s not over yet,0.0
1261,N. Korea talks of new army duties suggest nuclear deployment,0.0
1262,"Couple thought they saved a kitten, Tennessee rescuers say. But it was no ordinary cat",0.0
1263,France rules against burkini swimwear for religious reasons,0.0
1264,CDC panel recommends US seniors get souped-up flu vaccines,0.0
1265,Ted Cruz ‘Halfway’ Expects Merrick Garland to Riot After Roe Ruling,0.0
1266,Massive blackout hits Mexico's Yucatan Peninsula,0.0
1267,Airbus-Qatar jet dispute: Inside the hangar,0.0
1268,Giuliani associate seeks to avoid prison at June sentencing,0.0
1269,CDC investigating ‘very serious’ outbreak of meningococcal disease in Florida,0.0
1270,First Mover Asia: How Inaccurate Data Misled Investors to See Massive Outflows From This Crypto Exchange; BTC Holds Steady Over $20K,1.0
1271,Crypto Broker Voyager Digital Files for Bankruptcy Protection,1.0
1272,"Daily Crunch: After filing for bankruptcy, crypto lender Voyager Digital says it will 'maintain operations'",1.0
1273,Ethics Watchdog Bars US Government Employees From Writing Crypto Policy if Invested,1.0
1274,Binance elimina comisiones para el trading de bitcoin en todo el mundo,1.0
1275,‘Crypto: The Musical’ Aims for Broadway,1.0
1276,Crypto Exchange Bitstamp Cancels Plans for ‘Inactivity Fee’,1.0
1277,"Crypto exchange FTX still has ‘a few’ billion dollars to backstop industry, says Sam Bankman-Fried",1.0
1278,Three Execs Leave JPMorgan This Week to Join Crypto Firms,1.0
1279,Crypto Lender Genesis Confirms Exposure to Bankrupt Three Arrows Capital,1.0
1280,Macro Watch: 10 Key Events That Could Impact Crypto This July,1.0
1281,Shiba Inu and Dogecoin Enter Consolidation As Market’s Fear Recedes,1.0
1282,Bankrupt Crypto Company’s Customers Face Long Slog to Get Their Money Back,1.0
1283,"CleanSpark stock pulls back after reporting June bitcoin sales, production data",1.0
1284,Factbox-Crypto lenders run into difficulties,1.0
1285,"Sam Bankman-Fried says FTX has a ‘few billion’ to help failing crypto companies, but adds the worst is probably over",1.0
1286,Nic Carter vs. The Bitcoin Maximalists,1.0
1287,Bitcoin to Soar 40% to $28K by Year-End? ETFs to Play,1.0
1288,"Crypto exchange FTX has ""a few billion"" to support industry - Bankman-Fried",1.0
1289,Binance Extends Zero-Fee Bitcoin Trading Globally,1.0
1290,Crypto Crisis Brings Back Ghosts of Lehman Brothers,1.0
1291,Crypto Exchange Giant Binance Launches Zero-Fee Bitcoin (BTC) Trading,1.0
1292,What the media gets wrong in its persistent crypto criticism,1.0
1293,Binance eliminates some bitcoin trading fees,1.0
1294,"Bitcoin and ETH Price Prediction: Bulls Target Upside Break, BNB Eyes Reversal",1.0
1295,Voyager Account Holders Likely Won’t Get All Their Crypto Back,1.0
1296,Bitcoin sube por encima de $20K mientras ETF inverso registra ingresos récord de $51M,1.0
1297,"Most large cryptocurrencies decline on Litecoin, Dogecoin drops",1.0
1298,What's Wrong With Coins? Crypto Crisis Explained,1.0
1299,First Mover Americas: Bitcoin at $20.1K as Crypto Lender Voyager Files for Bankruptcy,1.0
1300,"Meta Is Ambitious Despite Crypto Market Plunge, Plans NFT Launch",1.0
1301,Meta Is Pushing Ahead with NFT Plans. Why the Company Should Maybe Think Twice.,1.0
1302,"Bitmark Raises $5.6M, Launches Interoperable NFT Wallet",1.0
1303,Is crypto really democratizing finance? New data shows a class divide between users and investors,1.0
1304,"Meta Remains Adamant On NFT Push In Contrast With Google, Apple To Secure Its Metaverse Ambitions",1.0
1305,Belgium Regulator Ponders Crypto as a Security,1.0
1306,"BlackRock, Crypto ETFs Bleed in Biggest Canada Drop in Years",1.0
1307,"UK City Minister, Crypto Proponent John Glen Resigns as Ministers Quit Johnson Government",1.0
1308,India's cryptocurrency industry reels as new tax hammers trading,1.0
1309,Crypto gaming firm Cauldron raises $6.6M to build ‘Pixar of web3’,1.0
1310,Bitcoin Recovers Above $20K as Short ETF Sees Record $51M in Weekly Inflows,1.0
1311,"Bitcoin Rallies Above $20,000. Why Momentum Behind a New Plunge Is Growing.",1.0
1312,UK Government is Seeking Public Commentary on DeFi Taxation,1.0
1313,Bitcoin Hasn’t Hit Rock Bottom Yet: Is The Crypto Winter Going to End or Has It Only Just Begun?,1.0
1314,5 Things to Know in Crypto Today,1.0
1315,Voyager Seeks Bankruptcy as Crypto Mogul’s Lifeline Fails,1.0
1316,"Ethereum DeFi Service Porter Finance Shutters Bond Platform, Citing Lack of 'Lending Demand'",1.0
1317,Voyager Digital Latest Crypto Lender to File for Bankruptcy Protection Amid Turmoil,1.0
1318,"FTX Presses for Crypto Derivatives Approval, Agitating Legacy Exchanges",1.0
1319,"Crypto Price Analysis July 6: CRV, SAND, LRC, BSV, FLOW",1.0
1320,Billionaire’s Jeweler Pays $7.5 Million Crypto Ransom to Hackers,1.0
1321,"Nothing can't resist the NFT hype, and its fans are questioning",1.0
1322,Crypto Lender Voyager Digital Files for Chapter 11 Bankruptcy,1.0
1323,Crypto broker Voyager Digital files for bankruptcy,1.0
1324,Meta Affirms Digital Collectibles Plan Despite Crypto Crash: Report,1.0
1325,UPDATE 3-Crypto lender Voyager Digital files for bankruptcy,1.0
1326,Voyager Seeks Bankruptcy Protection Amid Crypto Credit Crisis,1.0
1327,Crypto lender Voyager Digital files for bankruptcy,1.0
1328,Most Indian traders impacted by India’s crypto tax: survey,1.0
1329,‘Wolf of Wall Street’ says Bitcoin investments will be profitable in three to five years,1.0
1330,Bank of England calls for greater crypto regulation,1.0
1331,Bitcoin (BTC) Fear & Greed Index Remains in the Extreme Fear Zone,1.0
1332,Crypto Market Daily Highlights – SOL and DOGE Slide in a Choppy Session,1.0
1333,"Celsius Repays $183M on DeFi Protocol Maker, Gets Back Collateral, Blockchain Data Shows",1.0
1334,"First Mover Asia: Crypto Game Consoles Aren’t Needed as Web3 Gaming Has Workers, Not Gamers; Bitcoin Dips, Then Regains Its Perch Above $20K",1.0
1335,Dogecoin (DOGE) and Shiba Inu (SHIB) Price Prediction – July 5,1.0
1336,​​Nexo To Acquire Competing Crypto Lender Vauld,1.0
1337,Market Wrap: Crypto Markets Gain Momentum After Dipping Early in Tuesday Trading,1.0
1338,Crypto Fundraising After End of Roe Tepid So Far,1.0
1339,One of the largest crypto miners sold most of its Bitcoin holdings as market turmoil leads to big pain for major companies,1.0
1340,Crypto Exchange Bullish.com Reportedly Cuts About 10% of Workforce,1.0
1341,The Era of Easy DeFi Yields Is Over,1.0
1342,Crypto ‘Fear and Greed’ Gauge Improves a Bit After 60% Selloff,1.0
1343,Crypto-Lender Nexo Nears Acquisition of Peter Thiel-Backed Lender Vauld,1.0
1344,"Another Crypto Lender, Vauld, Suspends Withdrawals. Nexo Explores Acquisition.",1.0
1345,"Crypto Price Analysis July 5: SNX, COMP, LTC, GMT, BAT",1.0
1346,Crypto Price Check: Investors Are Desperate For A Positive Sign,1.0
1347,Another major crypto lender might get acquired after pausing withdrawals: Here’s the latest from the ‘crypto credit crisis’,1.0
1348,Crypto Crisis: Struggling Crypto Lender About to Be Acquired by Rival,1.0
1349,"Bitcoin and ETH Price Prediction: Support Intact, Why MATIC Rally Could Fade",1.0
1350,UK Financial Regulator Hires Former Police Officer to Head New Crypto Unit,1.0
1351,"Bitcoin miners struggle with crypto’s price decline, rising energy costs and increase in mining difficulty",1.0
1352,Meta Platforms (META) to Discontinue Its Crypto Wallet Novi,1.0
1353,US and European crypto regulation efforts accelerate in the wake of market shakeup,1.0
1354,"Core Scientific Sold Over 7K Bitcoins for About $167M in June, Sees More Sales",1.0
1355,Litecoin leads way as most big cryptocurrencies post drops,1.0
1356,Crypto.com and Cronos (CRO) Are Next to Get Hit with Rumors,1.0
1357,Best Bitcoin Casino In 2022 Betbeard,1.0
1358,"Bitcoin Prices Rally, but Fail to Break $20,000. Why Cryptos May Slide Again Soon.",1.0
1359,Survivors of 2018-20 Crypto Winter Show the Way Through New Bear Market,1.0
1360,Bank of England Panel Calls for Enhanced Crypto Regulation to Limit Contagion,1.0
1361,"BTC Under $20,000: When Can Crypto Make a Comeback?",1.0
1362,UK Government Seeks Views on DeFi Taxation,1.0
1363,"Indian Crypto Exchanges Succumb to New Tax Rules, Volumes Fall",1.0
1364,BOE Says Crypto Needs Tougher Rules After $2 Trillion Drop,1.0
1365,H20 Water Securities Launches World’s First Crypto Water Token and Raises $150 Million,1.0
1366,"Bitcoin Hints at a Bottom, But It May Be Different This Time",1.0
1367,Polium’s NFT/Web3 game console plan meets with plenty of skepticism,1.0
1368,"Tencent’s music app tests NFT avatars, virtual music room",1.0
1369,Ethereum and The Sandbox Lead the Altcoins With a 7% and 15% Rally,1.0
1370,Singapore Evaluates More Crypto Safeguards After Blowups,1.0
1371,"Mark Zuckerberg, Facebook Say Goodbye to Their Crypto",1.0
1372,Crypto Lender Vauld Becomes Latest Market Casualty to Suspend Withdrawals,1.0
1373,Singapore may limit retail participation in crypto,1.0
1374,"Crypto Price Analysis July 4: RUNE, AVAX, MATIC, KAVA, CVX",1.0
1375,Crypto lender CoinLoan reduces its daily withdrawal limit by 99%,1.0
1376,Bitcoin Fear & Greed Index Jumps to Deliver Bullish BTC Signal,1.0
1377,Crypto Market Daily Highlights – Solana and The Sandbox Lead the Way,1.0
1378,First Mover Asia: Bitcoin Rebounds Past $20K; China’s Blockchain Revolution Is Missing On-Chain Data,1.0
1379,Here’s what to Expect From Bitcoin and Ethereum in Q3 2022,1.0
1380,"NFT Platforms Should Be Subject to Money-Laundering Regulation, EU Lawmakers Say",1.0
1381,Bitcoin se recupera y supera los $19K; Nomura advierte de una recesión en EE. UU. y Reino Unido,1.0
1382,"Bitcoin and ETH Price Prediction: Risk of Bounce Grows, TRX Could Skyrocket",1.0
1383,Singapore's Central Bank Weighs Further Safeguards on Retail Crypto Trading,1.0
1384,Peter Thiel-Backed Crypto Lender Vauld Suspends Withdrawals,1.0
1385,"Bitcoin Recovers to Over $19K, Nomura Warns of US, UK Recession",1.0
1386,"Meta is pulling the plug on its crypto payments wallet, Novi",1.0
1387,"Chip Boom Loses Steam on Slowing PC Sales, Crypto Rout",1.0
1388,Coinbase Says Miners’ Sales of Newly Minted Bitcoins Don’t Add Significant Market Pressure,1.0
1389,WonderFi Closes Acquisition of Crypto Trading Platform Coinberry,1.0
1390,"Bitcoin Prices Struggle Below $20,000. Why Tuesday Could Bring a Bigger Move.",1.0
1391,"Crypto Lender Vauld Freezes Withdrawals, Eyes Restructuring",1.0
1392,"Part Two: Crypto Goes Green, Eco-Friendly Nano Network Explained",1.0
1393,Crypto Lender Celsius Cuts 150 Jobs Amid Restructuring: Report,1.0
1394,Singapore-based crypto lender Vauld suspends withdrawals,1.0
1395,"Lending Platform Vauld Looks to Restructure Amid Crypto Downturn, Suspends Transactions",1.0
1396,Solana DeFi Protocol Crema Loses $8.8M in Exploit,1.0
1397,Software Firm Meitu Lost Up to $52.3M in H1 Due to Slide in Crypto Prices,1.0
1398,"Crypto platform Vauld suspends withdrawals, trading and deposits amid financial challenges",1.0
1399,Chinese Beauty App Meitu Slides as Crypto Bets Steepen Losses,1.0
1400,CEL soars 17%; reclaims spot in top 100 crypto by market cap,1.0
1401,"Meitu’s Bitcoin, crypto investments down by over US$50 mln",1.0
1402,Meta Shelves Failed Cryptocurrency Wallet Project Novi,1.0
1403,Samsung produces 3nm chips that can be used for Bitcoin mining,1.0
1404,Indian crypto trading volume drops as much as 63% after new tax,1.0
1405,"Despite crypto ban, China's tech talent rides the global web3 wave",1.0
1406,"Bitcoin Fear & Greed Index Remains Range-bound, a Bearish Signal",1.0
1407,Crypto Market Daily Highlights – BTC Ends Seven Day Losing Streak,1.0
1408,Bitcoin Could Soar Over 40% by Year-End; Here Are 3 Stocks That Stand to Benefit,1.0
1409,First Mover Asia: Singapore’s Monetary Authority Finally Notices Three Arrows’ Capital AUM Discrepancy; Bitcoin Holds Above $19K in Weekend Trading,1.0
1410,Deutsche Bank Says Bitcoin Could Be Poised for Year-End Pop,1.0
1411,British army Twitter and YouTube accounts compromised to promote crypto scams,1.0
1412,"British Army Twitter, YouTube Accounts Hacked With Crypto Posts",1.0
1413,Central African Republic President: Crypto is key to financial inclusion,1.0
1414,MEXC Global Now Accepts MasterCard and Visa for Crypto Purchases,1.0
1415,Hard Times in Crypto: the Unintended Consequences of Going Public,1.0
1416,EU Sets First Rules to Regulate Cryptocurrencies,1.0
1417,How to Find a Crypto Exchange That's FDIC-Insured,1.0
1418,Celsius Customers Are Losing Hope for Their Locked-Up Crypto,1.0
1419,Bitcoin Fear & Greed Index Signals More Bitcoin (BTC) Downside,1.0
